serialNumber,macAddress,type,registrationStatus,accessToken,desiredConfigurationTemplate,desiredConfigurationMd5,desiredConfigurationSize
C10625080509,00:0B:C2:19:B8:2F,P300,ACTIVATED,185803000BC219B82F,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080510,00:0B:C2:19:B8:31,P300,ACTIVATED,185803000BC219B831,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080511,00:0B:C2:19:B8:33,P300,ACTIVATED,185803000BC219B833,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080512,00:0B:C2:19:B8:35,P300,ACTIVATED,185803000BC219B835,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080513,00:0B:C2:19:B8:37,P300,ACTIVATED,185803000BC219B837,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080514,00:0B:C2:19:B8:39,P300,ACTIVATED,185803000BC219B839,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080515,00:0B:C2:19:B8:3B,P300,ACTIVATED,185803000BC219B83B,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080517,00:0B:C2:19:B8:3F,P300,ACTIVATED,185803000BC219B83F,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080518,00:0B:C2:19:B8:41,P300,ACTIVATED,185803000BC219B841,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080519,00:0B:C2:19:B8:43,P300,ACTIVATED,185803000BC219B843,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080520,00:0B:C2:19:B8:45,P300,ACTIVATED,185803000BC219B845,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080521,00:0B:C2:19:B8:47,P300,ACTIVATED,185803000BC219B847,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080522,00:0B:C2:19:B8:49,P300,ACTIVATED,185803000BC219B849,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080523,00:0B:C2:19:B8:4B,P300,ACTIVATED,185803000BC219B84B,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080524,00:0B:C2:19:B8:4D,P300,ACTIVATED,185803000BC219B84D,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080525,00:0B:C2:19:B8:4F,P300,ACTIVATED,185803000BC219B84F,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080526,00:0B:C2:19:B8:51,P300,ACTIVATED,185803000BC219B851,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080527,00:0B:C2:19:B8:53,P300,ACTIVATED,185803000BC219B853,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080528,00:0B:C2:19:B8:55,P300,ACTIVATED,185803000BC219B855,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080529,00:0B:C2:19:B8:57,P300,ACTIVATED,185803000BC219B857,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080530,00:0B:C2:19:B8:59,P300,ACTIVATED,185803000BC219B859,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080531,00:0B:C2:19:B8:5B,P300,ACTIVATED,185803000BC219B85B,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080532,00:0B:C2:19:B8:5D,P300,ACTIVATED,185803000BC219B85D,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080533,00:0B:C2:19:B8:5F,P300,ACTIVATED,185803000BC219B85F,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080534,00:0B:C2:19:B8:61,P300,ACTIVATED,185803000BC219B861,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080535,00:0B:C2:19:B8:63,P300,ACTIVATED,185803000BC219B863,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080536,00:0B:C2:19:B8:65,P300,ACTIVATED,185803000BC219B865,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080537,00:0B:C2:19:B8:67,P300,ACTIVATED,185803000BC219B867,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080538,00:0B:C2:19:B8:69,P300,ACTIVATED,185803000BC219B869,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080539,00:0B:C2:19:B8:6B,P300,ACTIVATED,185803000BC219B86B,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080540,00:0B:C2:19:B8:6D,P300,ACTIVATED,185803000BC219B86D,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080541,00:0B:C2:19:B8:6F,P300,ACTIVATED,185803000BC219B86F,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080542,00:0B:C2:19:B8:71,P300,ACTIVATED,185803000BC219B871,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080543,00:0B:C2:19:B8:73,P300,ACTIVATED,185803000BC219B873,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080544,00:0B:C2:19:B8:75,P300,ACTIVATED,185803000BC219B875,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080545,00:0B:C2:19:B8:77,P300,ACTIVATED,185803000BC219B877,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080546,00:0B:C2:19:B8:79,P300,ACTIVATED,185803000BC219B879,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080547,00:0B:C2:19:B8:7B,P300,ACTIVATED,185803000BC219B87B,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080548,00:0B:C2:19:B8:7D,P300,ACTIVATED,185803000BC219B87D,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080549,00:0B:C2:19:B8:7F,P300,ACTIVATED,185803000BC219B87F,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080550,00:0B:C2:19:B8:81,P300,ACTIVATED,185803000BC219B881,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080551,00:0B:C2:19:B8:83,P300,ACTIVATED,185803000BC219B883,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080552,00:0B:C2:19:B8:85,P300,ACTIVATED,185803000BC219B885,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080553,00:0B:C2:19:B8:87,P300,ACTIVATED,185803000BC219B887,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080554,00:0B:C2:19:B8:89,P300,ACTIVATED,185803000BC219B889,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080555,00:0B:C2:19:B8:8B,P300,ACTIVATED,185803000BC219B88B,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080556,00:0B:C2:19:B8:8D,P300,ACTIVATED,185803000BC219B88D,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080557,00:0B:C2:19:B8:8F,P300,ACTIVATED,185803000BC219B88F,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080558,00:0B:C2:19:B8:91,P300,ACTIVATED,185803000BC219B891,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080559,00:0B:C2:19:B8:93,P300,ACTIVATED,185803000BC219B893,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080560,00:0B:C2:19:B8:95,P300,ACTIVATED,185803000BC219B895,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080561,00:0B:C2:19:B8:97,P300,ACTIVATED,185803000BC219B897,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080562,00:0B:C2:19:B8:99,P300,ACTIVATED,185803000BC219B899,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080563,00:0B:C2:19:B8:9B,P300,ACTIVATED,185803000BC219B89B,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080564,00:0B:C2:19:B8:9D,P300,ACTIVATED,185803000BC219B89D,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080566,00:0B:C2:19:B8:A1,P300,ACTIVATED,185803000BC219B8A1,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080567,00:0B:C2:19:B8:A3,P300,ACTIVATED,185803000BC219B8A3,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080568,00:0B:C2:19:B8:A5,P300,ACTIVATED,185803000BC219B8A5,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080569,00:0B:C2:19:B8:A7,P300,ACTIVATED,185803000BC219B8A7,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080570,00:0B:C2:19:B8:A9,P300,ACTIVATED,185803000BC219B8A9,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080571,00:0B:C2:19:B8:AB,P300,ACTIVATED,185803000BC219B8AB,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080573,00:0B:C2:19:B8:AF,P300,ACTIVATED,185803000BC219B8AF,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080574,00:0B:C2:19:B8:B1,P300,ACTIVATED,185803000BC219B8B1,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080575,00:0B:C2:19:B8:B3,P300,ACTIVATED,185803000BC219B8B3,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080576,00:0B:C2:19:B8:B5,P300,ACTIVATED,185803000BC219B8B5,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080577,00:0B:C2:19:B8:B7,P300,ACTIVATED,185803000BC219B8B7,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080578,00:0B:C2:19:B8:B9,P300,ACTIVATED,185803000BC219B8B9,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080579,00:0B:C2:19:B8:BB,P300,ACTIVATED,185803000BC219B8BB,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080580,00:0B:C2:19:B8:BD,P300,ACTIVATED,185803000BC219B8BD,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080581,00:0B:C2:19:B8:BF,P300,ACTIVATED,185803000BC219B8BF,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080584,00:0B:C2:19:B8:C5,P300,ACTIVATED,185803000BC219B8C5,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080585,00:0B:C2:19:B8:C7,P300,ACTIVATED,185803000BC219B8C7,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080586,00:0B:C2:19:B8:C9,P300,ACTIVATED,185803000BC219B8C9,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080587,00:0B:C2:19:B8:CB,P300,ACTIVATED,185803000BC219B8CB,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080588,00:0B:C2:19:B8:CD,P300,ACTIVATED,185803000BC219B8CD,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080589,00:0B:C2:19:B8:CF,P300,ACTIVATED,185803000BC219B8CF,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080590,00:0B:C2:19:B8:D1,P300,ACTIVATED,185803000BC219B8D1,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080591,00:0B:C2:19:B8:D3,P300,ACTIVATED,185803000BC219B8D3,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080592,00:0B:C2:19:B8:D5,P300,ACTIVATED,185803000BC219B8D5,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080594,00:0B:C2:19:B8:D9,P300,ACTIVATED,185803000BC219B8D9,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080595,00:0B:C2:19:B8:DB,P300,ACTIVATED,185803000BC219B8DB,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080596,00:0B:C2:19:B8:DD,P300,ACTIVATED,185803000BC219B8DD,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080597,00:0B:C2:19:B8:DF,P300,ACTIVATED,185803000BC219B8DF,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080598,00:0B:C2:19:B8:E1,P300,ACTIVATED,185803000BC219B8E1,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080599,00:0B:C2:19:B8:E3,P300,ACTIVATED,185803000BC219B8E3,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080600,00:0B:C2:19:B8:E5,P300,ACTIVATED,185803000BC219B8E5,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080601,00:0B:C2:19:B8:E7,P300,ACTIVATED,185803000BC219B8E7,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080602,00:0B:C2:19:B8:E9,P300,ACTIVATED,185803000BC219B8E9,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080603,00:0B:C2:19:B8:EB,P300,ACTIVATED,185803000BC219B8EB,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080604,00:0B:C2:19:B8:ED,P300,ACTIVATED,185803000BC219B8ED,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080605,00:0B:C2:19:B8:EF,P300,ACTIVATED,185803000BC219B8EF,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080607,00:0B:C2:19:B8:F3,P300,ACTIVATED,185803000BC219B8F3,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080608,00:0B:C2:19:B8:F5,P300,ACTIVATED,185803000BC219B8F5,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080609,00:0B:C2:19:B8:F7,P300,ACTIVATED,185803000BC219B8F7,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080610,00:0B:C2:19:B8:F9,P300,ACTIVATED,185803000BC219B8F9,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080611,00:0B:C2:19:B8:FB,P300,ACTIVATED,185803000BC219B8FB,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080612,00:0B:C2:19:B8:FD,P300,ACTIVATED,185803000BC219B8FD,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080613,00:0B:C2:19:B8:FF,P300,ACTIVATED,185803000BC219B8FF,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080614,00:0B:C2:19:B9:01,P300,ACTIVATED,185803000BC219B901,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080615,00:0B:C2:19:B9:03,P300,ACTIVATED,185803000BC219B903,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080616,00:0B:C2:19:B9:05,P300,ACTIVATED,185803000BC219B905,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080617,00:0B:C2:19:B9:07,P300,ACTIVATED,185803000BC219B907,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080619,00:0B:C2:19:B9:0B,P300,ACTIVATED,185803000BC219B90B,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080620,00:0B:C2:19:B9:0D,P300,ACTIVATED,185803000BC219B90D,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080621,00:0B:C2:19:B9:0F,P300,ACTIVATED,185803000BC219B90F,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080622,00:0B:C2:19:B9:11,P300,ACTIVATED,185803000BC219B911,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080623,00:0B:C2:19:B9:13,P300,ACTIVATED,185803000BC219B913,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080624,00:0B:C2:19:B9:15,P300,ACTIVATED,185803000BC219B915,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080625,00:0B:C2:19:B9:17,P300,ACTIVATED,185803000BC219B917,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080626,00:0B:C2:19:B9:19,P300,ACTIVATED,185803000BC219B919,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080627,00:0B:C2:19:B9:1B,P300,ACTIVATED,185803000BC219B91B,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080628,00:0B:C2:19:B9:1D,P300,ACTIVATED,185803000BC219B91D,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080629,00:0B:C2:19:B9:1F,P300,ACTIVATED,185803000BC219B91F,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080630,00:0B:C2:19:B9:21,P300,ACTIVATED,185803000BC219B921,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080631,00:0B:C2:19:B9:23,P300,ACTIVATED,185803000BC219B923,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080632,00:0B:C2:19:B9:25,P300,ACTIVATED,185803000BC219B925,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080633,00:0B:C2:19:B9:27,P300,ACTIVATED,185803000BC219B927,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080634,00:0B:C2:19:B9:29,P300,ACTIVATED,185803000BC219B929,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080635,00:0B:C2:19:B9:2B,P300,ACTIVATED,185803000BC219B92B,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080636,00:0B:C2:19:B9:2D,P300,ACTIVATED,185803000BC219B92D,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080637,00:0B:C2:19:B9:2F,P300,ACTIVATED,185803000BC219B92F,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080638,00:0B:C2:19:B9:31,P300,ACTIVATED,185803000BC219B931,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080639,00:0B:C2:19:B9:33,P300,ACTIVATED,185803000BC219B933,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080641,00:0B:C2:19:B9:37,P300,ACTIVATED,185803000BC219B937,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080642,00:0B:C2:19:B9:39,P300,ACTIVATED,185803000BC219B939,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080643,00:0B:C2:19:B9:3B,P300,ACTIVATED,185803000BC219B93B,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080644,00:0B:C2:19:B9:3D,P300,ACTIVATED,185803000BC219B93D,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080645,00:0B:C2:19:B9:3F,P300,ACTIVATED,185803000BC219B93F,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080646,00:0B:C2:19:B9:41,P300,ACTIVATED,185803000BC219B941,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080647,00:0B:C2:19:B9:43,P300,ACTIVATED,185803000BC219B943,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080648,00:0B:C2:19:B9:45,P300,ACTIVATED,185803000BC219B945,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080649,00:0B:C2:19:B9:47,P300,ACTIVATED,185803000BC219B947,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080650,00:0B:C2:19:B9:49,P300,ACTIVATED,185803000BC219B949,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080651,00:0B:C2:19:B9:4B,P300,ACTIVATED,185803000BC219B94B,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080652,00:0B:C2:19:B9:4D,P300,ACTIVATED,185803000BC219B94D,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080653,00:0B:C2:19:B9:4F,P300,ACTIVATED,185803000BC219B94F,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080654,00:0B:C2:19:B9:51,P300,ACTIVATED,185803000BC219B951,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080655,00:0B:C2:19:B9:53,P300,ACTIVATED,185803000BC219B953,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080656,00:0B:C2:19:B9:55,P300,ACTIVATED,185803000BC219B955,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080657,00:0B:C2:19:B9:57,P300,ACTIVATED,185803000BC219B957,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080658,00:0B:C2:19:B9:59,P300,ACTIVATED,185803000BC219B959,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
